acc,accuracy,average_response_time,avg_rt,background,bidi,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,count_end,count_experiment,count_osweb,count_prestudy,count_prestudy_isi,count_prestudy_sequence,count_prestudy_stimpres,count_start,count_study,count_study_coroutines,count_study_isi,count_study_logger,count_study_response,count_study_sequence,count_study_start,count_study_stimpres,count_test,count_test_coroutines,count_test_isi,count_test_logger,count_test_response,count_test_sequence,count_test_start,count_test_stimpres,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,fampict,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_start,response_study_start,response_test_start,response_time,response_time_start,response_time_study_start,response_time_test_start,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stim,subject_nr,subject_parity,system_os,time_prestudy,time_prestudy_isi,time_prestudy_stimpres,time_start,time_study,time_study_isi,time_study_logger,time_study_response,time_study_start,time_study_stimpres,time_test,time_test_isi,time_test_logger,time_test_response,time_test_start,time_test_stimpres,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p6sarr1.png,0,even,Win32,252,124155,121140,252,252,159536,161045,154541,125673,154541,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,1,1,1,1,1,0,1,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,252,124155,121140,252,252,166065,167575,161064,125673,161064,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,2,2,2,2,2,0,2,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p3sarr1.png,0,even,Win32,252,124155,121140,252,252,172595,174110,167596,125673,167596,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,3,3,3,3,3,0,3,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p9sarr2.png,0,even,Win32,252,124155,121140,252,252,179127,180628,174131,125673,174131,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,4,4,4,4,4,0,4,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p4sarr2.png,0,even,Win32,252,124155,121140,252,252,185643,187147,180647,125673,180647,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,5,5,5,5,5,0,5,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p4sarrshacol2.png,0,even,Win32,252,124155,121140,252,252,192166,193679,187167,125673,187167,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,6,6,6,6,6,0,6,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p5sarrsha2.png,0,even,Win32,252,124155,121140,252,252,198695,200198,193699,125673,193698,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,7,7,7,7,7,0,7,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p2sarr1.png,0,even,Win32,252,124155,121140,252,252,205219,206732,200218,125673,200218,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,8,8,8,8,8,0,8,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,prototype4.png,0,even,Win32,252,124155,121140,252,252,211747,213252,206748,125673,206748,252,,,,,,visual_patterns,0,0,0,yes,1366
undefined,undefined,undefined,undefined,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",xpyriment,legacy,legacy,0,uniform,0,0,0,0,24,24,24,0,0,9,9,9,9,9,0,9,0,,,,,,0,,16-02-22,16-02-22,10:42:34,Wed Mar 16 2022 10:42:34 GMT+0100 (közép-európai téli idő),The main experiment item,yes,0,0,C:/Users/rrics/Documents/!!ResearchBMECOGSCI/gnet,0,0,0,prototype2.png,no,mono,no,18,no,black,no,no,768,1200,3.5.6,legacy,xpyriment,osweb,1.3.13,0,space,space,space,,28823,12201,28823,,2,legacy,860,1600,24,900,24,0,0,1600,1647423772614,1024,2,48000,-16,experiment,p5sarrsha1.png,0,even,Win32,252,124155,121140,252,252,218270,219784,213272,125673,213272,252,,,,,,visual_patterns,0,0,0,yes,1366
